BEST_POSITION,FOOT,ATTACKING_WORK_RATE,DEFENSIVE_WORK_RATE,AGE,OVERALL,VALUE,POTENTIAL,HEIGHT,WEIGHT,SKILL_MOVES,WEEK_FOOT_ABILITY
DEFENSIVE,Right,Medium,Medium,22,63,500000.0,72,6.2,174,2.0,2.0
DEFENSIVE,Left,Low,Medium,21,64,800000.0,77,6.3,176,2.0,2.0
DEFENSIVE,Right,Medium,High,19,68,1600000.0,81,6.1,181,2.0,3.0
FORWARD,Left,High,Medium,21,53,130000.0,67,6.4,196,2.0,3.0
DEFENSIVE,Right,Medium,Medium,19,59,300000.0,75,5.1,152,2.0,3.0
MIDFIELD,Right,Medium,High,18,66,1300000.0,83,5.1,146,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,64,800000.0,77,5.1,154,3.0,3.0
MIDFIELD,Right,High,Medium,18,56,190000.0,76,5.5,143,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,61,400000.0,74,6.2,176,1.0,2.0
FORWARD,Right,High,Medium,18,60,425000.0,77,5.9,154,3.0,3.0
DEFENSIVE,Right,High,Medium,20,57,210000.0,71,5.11,168,2.0,3.0
DEFENSIVE,Left,High,Medium,20,64,925000.0,78,5.6,134,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,57,220000.0,72,5.1,159,2.0,2.0
MIDFIELD,Right,Medium,Medium,21,65,1000000.0,78,5.9,143,3.0,3.0
FORWARD,Right,High,Medium,17,74,5437500.0,87,6.2,190,3.0,4.0
DEFENSIVE,Right,Low,Medium,19,52,100000.0,72,6.4,185,2.0,3.0
MIDFIELD,Right,Medium,Medium,18,62,600000.0,77,5.11,159,2.0,3.0
MIDFIELD,Right,High,High,20,75,5437500.0,87,5.9,139,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,18,52,90000.0,67,6.3,168,1.0,2.0
MIDFIELD,Right,Medium,Medium,18,63,750000.0,80,6.1,159,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,59,220000.0,66,5.1,168,2.0,3.0
FORWARD,Right,High,Medium,20,55,180000.0,69,5.1,170,2.0,4.0
DEFENSIVE,Right,Medium,Medium,20,60,350000.0,72,6.3,183,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,22,68,1000000.0,76,6.4,181,1.0,2.0
DEFENSIVE,Left,Medium,Medium,20,57,140000.0,66,5.8,154,2.0,3.0
DEFENSIVE,Right,Low,Medium,23,60,250000.0,67,6.0,176,2.0,2.0
DEFENSIVE,Left,High,Medium,19,70,3500000.0,84,5.1,161,2.0,2.0
MIDFIELD,Left,High,Medium,18,75,5437500.0,88,5.1,143,3.0,4.0
FORWARD,Right,Medium,Medium,18,73,5437500.0,82,5.9,163,4.0,4.0
FORWARD,Right,Medium,Medium,25,64,600000.0,69,6.1,185,2.0,3.0
DEFENSIVE,Left,Medium,Medium,21,60,425000.0,74,5.9,154,2.0,2.0
DEFENSIVE,Right,High,Medium,20,68,1500000.0,80,6.2,174,3.0,4.0
MIDFIELD,Left,Medium,Medium,21,61,400000.0,72,5.8,152,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,57,220000.0,74,6.0,163,2.0,3.0
MIDFIELD,Left,High,Medium,17,63,800000.0,84,5.6,130,4.0,3.0
MIDFIELD,Right,Medium,Medium,18,63,750000.0,82,6.1,165,3.0,3.0
DEFENSIVE,Left,Medium,Medium,20,64,800000.0,77,5.1,148,2.0,2.0
DEFENSIVE,Right,Medium,Medium,20,64,750000.0,76,5.7,152,2.0,3.0
FORWARD,Right,High,Medium,23,68,1300000.0,75,6.0,185,3.0,3.0
DEFENSIVE,Right,Medium,Medium,29,65,450000.0,65,5.1,154,2.0,2.0
FORWARD,Right,Medium,Low,20,53,110000.0,65,5.9,128,2.0,3.0
DEFENSIVE,Right,Low,Medium,20,50,45000.0,60,6.0,176,2.0,3.0
DEFENSIVE,Right,Low,Medium,18,59,300000.0,75,6.3,176,2.0,2.0
DEFENSIVE,Right,Medium,High,29,69,875000.0,69,6.0,176,2.0,2.0
DEFENSIVE,Right,Medium,Medium,21,63,650000.0,76,6.1,170,2.0,3.0
DEFENSIVE,Right,Medium,Medium,21,55,120000.0,65,5.11,165,2.0,3.0
MIDFIELD,Right,High,Medium,26,74,5437500.0,75,6.0,168,3.0,4.0
MIDFIELD,Right,High,Low,24,60,275000.0,65,5.5,143,3.0,3.0
MIDFIELD,Right,High,Low,18,59,325000.0,75,5.8,154,3.0,3.0
MIDFIELD,Left,Medium,Medium,24,58,170000.0,64,5.9,163,3.0,2.0
DEFENSIVE,Left,Medium,Medium,25,68,1000000.0,72,6.2,185,2.0,3.0
MIDFIELD,Right,High,Medium,20,57,210000.0,72,6.1,168,2.0,3.0
FORWARD,Right,Medium,Medium,19,68,1900000.0,82,6.0,176,3.0,3.0
MIDFIELD,Right,High,Medium,19,65,1200000.0,80,5.9,143,3.0,3.0
FORWARD,Right,Medium,Medium,21,60,350000.0,70,6.0,165,2.0,2.0
FORWARD,Right,High,Low,22,70,2700000.0,78,5.1,159,3.0,3.0
MIDFIELD,Right,Medium,High,26,68,975000.0,70,5.11,159,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,18,58,220000.0,75,6.0,163,1.0,2.0
DEFENSIVE,Right,Medium,High,22,60,275000.0,67,5.11,154,2.0,2.0
MIDFIELD,Right,High,Medium,20,59,350000.0,74,5.8,163,2.0,5.0
MIDFIELD,Right,Medium,Medium,19,58,210000.0,69,5.9,137,2.0,3.0
DEFENSIVE,Left,High,Medium,22,73,5437500.0,82,5.9,150,3.0,3.0
FORWARD,Right,Medium,Medium,21,66,1100000.0,77,5.9,165,2.0,2.0
MIDFIELD,Right,Medium,Medium,18,57,210000.0,72,5.1,159,2.0,3.0
FORWARD,Left,High,Medium,20,71,4100000.0,82,5.8,154,3.0,4.0
DEFENSIVE,Right,Medium,Medium,18,63,775000.0,84,6.0,159,2.0,3.0
MIDFIELD,Right,Medium,Medium,20,70,2800000.0,81,5.7,150,3.0,3.0
DEFENSIVE,Right,Medium,Medium,21,59,250000.0,71,6.3,176,2.0,3.0
MIDFIELD,Right,High,Medium,24,67,975000.0,70,5.8,159,3.0,3.0
MIDFIELD,Right,Medium,Low,22,60,300000.0,67,5.8,152,3.0,2.0
FORWARD,Right,Medium,Medium,20,57,230000.0,72,5.1,143,2.0,3.0
FORWARD,Right,High,Low,20,58,275000.0,75,5.11,154,2.0,3.0
MIDFIELD,Left,High,Medium,19,65,1200000.0,83,5.9,143,3.0,3.0
MIDFIELD,Right,Medium,Medium,20,68,1700000.0,81,5.11,170,3.0,3.0
MIDFIELD,Right,Medium,Medium,29,60,200000.0,60,5.9,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,56,130000.0,63,6.2,161,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,72,3700000.0,73,5.9,150,4.0,3.0
MIDFIELD,Right,High,Medium,20,73,5437500.0,86,5.7,148,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,19,64,600000.0,75,6.0,174,1.0,2.0
FORWARD,Right,High,Medium,21,56,200000.0,70,6.0,152,2.0,3.0
MIDFIELD,Right,Medium,High,25,63,475000.0,67,5.11,176,2.0,3.0
DEFENSIVE,Right,High,Medium,23,64,625000.0,73,5.9,165,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,57,150000.0,65,5.1,159,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,30,69,700000.0,69,5.11,168,1.0,4.0
DEFENSIVE,Left,Low,Medium,19,63,575000.0,74,6.7,194,2.0,2.0
MIDFIELD,Left,Medium,Medium,19,62,650000.0,79,5.1,150,2.0,3.0
MIDFIELD,Left,Medium,Medium,17,65,1100000.0,81,5.11,148,3.0,3.0
DEFENSIVE,Left,Medium,Medium,17,51,60000.0,64,6.4,165,2.0,2.0
MIDFIELD,Left,Medium,Medium,20,64,725000.0,74,5.9,152,3.0,3.0
MIDFIELD,Right,Medium,Medium,24,70,2200000.0,73,6.0,183,2.0,3.0
MIDFIELD,Right,High,Low,18,60,300000.0,70,5.8,132,2.0,4.0
DEFENSIVE,Right,Medium,High,23,66,825000.0,73,6.1,172,2.0,3.0
FORWARD,Right,Medium,Medium,20,62,475000.0,71,6.0,170,2.0,4.0
FORWARD,Right,Medium,Low,26,61,300000.0,63,6.3,183,2.0,2.0
FORWARD,Right,Medium,Medium,23,68,1200000.0,74,6.1,181,3.0,3.0
MIDFIELD,Right,High,Medium,24,65,750000.0,71,5.7,148,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,72,4200000.0,80,6.3,185,2.0,3.0
DEFENSIVE,Left,High,Medium,26,61,275000.0,64,5.1,165,2.0,2.0
DEFENSIVE,Left,High,Medium,24,76,5437500.0,81,5.9,141,2.0,2.0
MIDFIELD,Right,High,Medium,28,69,1100000.0,69,5.1,161,3.0,3.0
MIDFIELD,Right,Medium,Medium,22,64,650000.0,72,6.0,172,3.0,2.0
MIDFIELD,Right,High,Medium,20,63,800000.0,78,6.0,154,3.0,4.0
FORWARD,Right,High,High,21,56,140000.0,65,6.0,161,2.0,3.0
DEFENSIVE,Right,Low,High,19,61,400000.0,73,6.0,159,2.0,2.0
DEFENSIVE,Right,High,Medium,20,62,500000.0,74,6.1,176,3.0,4.0
MIDFIELD,Right,High,Medium,17,59,300000.0,79,5.9,139,3.0,3.0
MIDFIELD,Right,High,Medium,19,62,650000.0,82,5.1,150,2.0,3.0
MIDFIELD,Right,High,Medium,19,62,650000.0,82,6.1,163,4.0,3.0
DEFENSIVE,Left,Medium,High,21,56,130000.0,65,5.9,152,2.0,2.0
DEFENSIVE,Left,Medium,Medium,24,72,3700000.0,77,5.1,154,2.0,2.0
DEFENSIVE,Left,Medium,Medium,20,61,375000.0,71,6.3,176,2.0,2.0
MIDFIELD,Right,Medium,Medium,20,61,550000.0,76,5.7,154,2.0,3.0
DEFENSIVE,Right,High,Medium,19,67,1500000.0,81,6.3,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,61,550000.0,78,5.9,154,3.0,3.0
FORWARD,Left,Medium,Low,24,65,725000.0,70,6.3,181,2.0,4.0
MIDFIELD,Right,High,Medium,21,61,550000.0,75,5.6,137,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,31,67,500000.0,67,6.2,198,1.0,3.0
MIDFIELD,Right,Medium,Medium,21,67,1300000.0,78,5.1,161,2.0,3.0
MIDFIELD,Left,Medium,Medium,20,63,600000.0,73,5.5,146,3.0,2.0
MIDFIELD,Left,Medium,Medium,20,63,800000.0,80,5.9,157,3.0,2.0
DEFENSIVE,Right,Medium,High,24,74,5437500.0,81,5.9,165,2.0,3.0
MIDFIELD,Left,Medium,Medium,23,67,1200000.0,78,6.0,154,2.0,3.0
FORWARD,Right,High,Low,17,61,500000.0,80,6.3,176,2.0,3.0
FORWARD,Right,High,Medium,22,60,325000.0,70,6.1,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,24,64,550000.0,70,5.9,150,2.0,3.0
MIDFIELD,Right,High,Low,19,55,170000.0,75,5.11,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,57,220000.0,72,5.1,150,2.0,3.0
DEFENSIVE,Right,High,Medium,21,61,375000.0,71,6.0,165,2.0,2.0
MIDFIELD,Left,High,Low,21,61,425000.0,72,5.1,154,3.0,3.0
FORWARD,Right,High,Low,25,68,1100000.0,71,6.3,179,4.0,2.0
FORWARD,Right,Medium,Medium,19,57,220000.0,74,6.3,174,2.0,3.0
MIDFIELD,Right,High,Medium,21,64,725000.0,74,5.7,139,3.0,4.0
DEFENSIVE,Left,Medium,Medium,21,62,450000.0,72,5.8,154,2.0,3.0
MIDFIELD,Right,High,Low,19,65,925000.0,77,6.0,150,3.0,4.0
MIDFIELD,Right,Medium,Medium,22,64,650000.0,72,6.0,150,3.0,2.0
DEFENSIVE,Right,Medium,Medium,18,59,300000.0,78,6.0,154,2.0,3.0
MIDFIELD,Left,High,High,23,64,675000.0,72,5.1,170,3.0,4.0
DEFENSIVE,Right,Medium,Medium,20,59,275000.0,72,6.4,152,2.0,3.0
FORWARD,Left,Medium,Medium,18,61,525000.0,77,5.9,154,3.0,3.0
FORWARD,Right,Medium,High,25,65,675000.0,68,5.7,165,3.0,5.0
MIDFIELD,Left,High,Medium,18,77,5437500.0,88,6.0,165,4.0,4.0
MIDFIELD,Right,Medium,Medium,21,55,120000.0,65,5.1,150,2.0,3.0
FORWARD,Right,Medium,Medium,22,68,1500000.0,79,6.0,183,2.0,3.0
DEFENSIVE,Right,High,Medium,21,66,900000.0,75,5.11,161,3.0,3.0
MIDFIELD,Right,Medium,Medium,20,60,450000.0,74,5.8,150,2.0,3.0
DEFENSIVE,Left,Medium,Medium,21,58,210000.0,70,6.4,190,2.0,3.0
DEFENSIVE,Left,High,Medium,19,63,725000.0,80,6.0,174,3.0,3.0
MIDFIELD,Left,High,Medium,21,59,250000.0,69,6.1,194,3.0,3.0
DEFENSIVE,Right,Medium,Medium,31,57,80000.0,57,6.2,157,2.0,2.0
DEFENSIVE,Right,Low,Medium,22,55,110000.0,63,6.0,172,2.0,2.0
MIDFIELD,Right,High,Medium,25,66,800000.0,69,5.5,148,4.0,3.0
MIDFIELD,Right,Medium,Medium,18,52,100000.0,72,5.1,146,2.0,3.0
FORWARD,Right,High,Low,19,52,110000.0,69,5.1,150,2.0,3.0
DEFENSIVE,Left,Medium,Medium,20,63,600000.0,75,6.2,181,2.0,3.0
DEFENSIVE,Right,Medium,Medium,23,69,1400000.0,77,6.4,172,2.0,4.0
GOAL KEEPER,Right,Medium,Medium,18,57,180000.0,75,6.2,192,1.0,3.0
FORWARD,Right,High,Medium,19,63,625000.0,74,6.0,176,2.0,2.0
MIDFIELD,Right,Medium,Medium,16,51,80000.0,76,5.1,132,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,63,0.0,78,5.11,154,2.0,5.0
DEFENSIVE,Right,Medium,High,25,67,875000.0,71,5.7,176,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,74,5437500.0,84,6.1,168,3.0,3.0
MIDFIELD,Right,High,High,26,76,5437500.0,79,5.8,146,3.0,5.0
DEFENSIVE,Left,Medium,Medium,25,62,325000.0,65,5.1,157,2.0,3.0
MIDFIELD,Right,Medium,Medium,18,49,60000.0,69,6.0,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,65,675000.0,72,6.0,185,3.0,3.0
DEFENSIVE,Right,Medium,Medium,23,61,350000.0,70,6.4,192,2.0,2.0
FORWARD,Right,High,Medium,28,74,5437500.0,74,5.7,148,4.0,4.0
GOAL KEEPER,Right,Medium,Medium,18,52,70000.0,64,6.0,172,1.0,1.0
MIDFIELD,Right,High,Medium,18,55,160000.0,69,6.1,172,3.0,3.0
MIDFIELD,Right,High,High,19,58,250000.0,74,6.4,170,2.0,4.0
DEFENSIVE,Right,Medium,Medium,22,56,0.0,64,5.8,148,2.0,3.0
MIDFIELD,Right,Medium,High,21,67,1200000.0,78,5.1,159,2.0,3.0
DEFENSIVE,Right,Medium,Medium,21,64,600000.0,72,5.8,159,2.0,3.0
FORWARD,Right,Medium,Low,21,60,300000.0,68,5.9,139,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,24,58,0.0,65,5.1,161,1.0,2.0
DEFENSIVE,Right,Medium,Medium,36,67,150000.0,67,6.4,194,2.0,3.0
MIDFIELD,Right,High,Medium,31,66,550000.0,66,5.8,132,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,30,71,1600000.0,71,5.1,141,1.0,3.0
DEFENSIVE,Right,High,Medium,20,59,275000.0,72,5.11,174,2.0,2.0
MIDFIELD,Right,Medium,Medium,24,69,1400000.0,75,5.1,165,2.0,3.0
FORWARD,Right,Medium,Medium,20,60,400000.0,73,5.6,150,2.0,3.0
MIDFIELD,Right,High,Medium,21,63,650000.0,75,5.9,154,3.0,3.0
DEFENSIVE,Right,Medium,Medium,21,62,450000.0,72,5.7,137,2.0,2.0
MIDFIELD,Right,Medium,Medium,19,62,650000.0,79,5.1,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,21,65,875000.0,76,6.0,157,2.0,3.0
DEFENSIVE,Left,Medium,Medium,19,57,210000.0,73,5.9,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,61,300000.0,67,5.1,161,2.0,4.0
DEFENSIVE,Left,Medium,Medium,17,50,50000.0,66,6.2,170,2.0,2.0
DEFENSIVE,Right,Medium,Medium,21,59,325000.0,74,6.0,176,2.0,3.0
DEFENSIVE,Left,High,Medium,22,70,2900000.0,82,6.2,176,2.0,3.0
DEFENSIVE,Left,High,Medium,19,70,3000000.0,83,5.7,143,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,68,1300000.0,77,5.11,154,2.0,4.0
FORWARD,Left,High,Medium,26,66,800000.0,68,6.2,187,2.0,4.0
MIDFIELD,Right,Medium,Medium,20,64,925000.0,79,6.3,176,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,57,130000.0,67,6.2,194,1.0,3.0
FORWARD,Right,Medium,Medium,19,64,975000.0,81,6.1,157,2.0,2.0
MIDFIELD,Right,Medium,Medium,20,61,450000.0,73,6.0,165,3.0,3.0
DEFENSIVE,Left,Medium,Medium,20,69,1400000.0,77,5.1,141,3.0,2.0
GOAL KEEPER,Right,Medium,Medium,20,57,140000.0,68,6.4,183,1.0,2.0
MIDFIELD,Right,High,Low,20,57,180000.0,68,5.9,143,2.0,3.0
DEFENSIVE,Left,High,Medium,28,74,4800000.0,74,5.8,157,2.0,3.0
DEFENSIVE,Right,High,Low,20,62,0.0,75,6.3,176,2.0,3.0
MIDFIELD,Right,Medium,Low,20,59,275000.0,70,5.1,161,2.0,3.0
FORWARD,Right,Medium,Medium,19,55,140000.0,67,6.0,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,20,62,500000.0,74,5.9,163,2.0,3.0
MIDFIELD,Left,High,Medium,24,71,3000000.0,74,5.6,152,3.0,4.0
DEFENSIVE,Left,Medium,Medium,22,67,1400000.0,80,5.11,161,2.0,3.0
DEFENSIVE,Left,Low,High,31,69,775000.0,69,6.1,196,2.0,3.0
DEFENSIVE,Right,High,Medium,21,70,2600000.0,80,5.9,165,2.0,3.0
MIDFIELD,Right,Medium,Low,22,64,625000.0,71,5.9,165,3.0,3.0
DEFENSIVE,Right,High,Medium,21,69,1700000.0,81,5.7,163,2.0,3.0
DEFENSIVE,Left,Medium,Medium,20,63,650000.0,76,6.2,183,2.0,2.0
MIDFIELD,Right,Medium,Low,21,60,325000.0,70,5.9,150,2.0,2.0
MIDFIELD,Right,Medium,Medium,18,55,160000.0,71,5.9,154,2.0,3.0
MIDFIELD,Left,Medium,Low,21,55,130000.0,65,5.1,143,2.0,3.0
DEFENSIVE,Right,Low,Medium,24,62,375000.0,68,5.1,150,2.0,2.0
DEFENSIVE,Right,Medium,Medium,18,57,200000.0,76,6.2,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,63,700000.0,76,6.1,165,3.0,3.0
DEFENSIVE,Left,Medium,High,22,68,1400000.0,79,6.0,170,3.0,2.0
MIDFIELD,Left,High,Low,19,74,5437500.0,86,5.1,143,4.0,3.0
DEFENSIVE,Right,Medium,Medium,20,66,1000000.0,77,6.1,179,2.0,2.0
MIDFIELD,Right,Medium,Medium,28,68,900000.0,68,5.9,141,3.0,3.0
MIDFIELD,Right,High,High,20,71,4200000.0,83,6.2,174,3.0,3.0
MIDFIELD,Left,High,Low,22,66,1000000.0,75,5.8,150,3.0,2.0
FORWARD,Right,Medium,Medium,21,62,550000.0,74,6.3,176,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,69,1300000.0,72,5.8,150,4.0,3.0
DEFENSIVE,Right,Medium,Medium,25,68,1000000.0,73,5.11,157,2.0,3.0
DEFENSIVE,Right,Medium,Medium,25,60,240000.0,64,6.0,172,2.0,2.0
DEFENSIVE,Left,High,High,27,73,4000000.0,74,5.11,168,2.0,2.0
DEFENSIVE,Right,High,Medium,21,78,5437500.0,88,5.11,174,3.0,3.0
DEFENSIVE,Left,Medium,Medium,19,58,250000.0,75,6.1,179,2.0,3.0
FORWARD,Left,Medium,Medium,18,65,1100000.0,82,5.9,143,3.0,3.0
FORWARD,Left,Medium,Medium,22,64,700000.0,73,6.1,170,3.0,2.0
MIDFIELD,Right,Medium,Medium,19,63,800000.0,77,5.8,148,2.0,3.0
MIDFIELD,Right,High,Medium,25,67,925000.0,72,5.1,159,2.0,3.0
FORWARD,Right,Medium,Medium,23,62,400000.0,67,6.2,174,2.0,3.0
DEFENSIVE,Right,Medium,Medium,21,47,40000.0,55,5.1,146,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,49,30000.0,55,6.5,176,1.0,3.0
GOAL KEEPER,Left,Medium,Medium,23,60,275000.0,70,6.3,165,1.0,3.0
DEFENSIVE,Right,High,Medium,20,68,1800000.0,83,6.2,181,2.0,3.0
MIDFIELD,Left,High,Medium,23,72,3900000.0,75,5.11,163,3.0,3.0
DEFENSIVE,Left,Medium,Medium,19,57,210000.0,72,6.1,168,2.0,2.0
MIDFIELD,Left,Medium,Medium,20,55,150000.0,68,6.4,176,2.0,3.0
DEFENSIVE,Left,Medium,Medium,23,60,230000.0,65,6.0,179,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,71,3700000.0,82,6.4,179,2.0,3.0
DEFENSIVE,Right,Medium,Medium,20,59,325000.0,75,6.4,163,2.0,2.0
FORWARD,Left,Medium,Medium,20,64,825000.0,76,6.1,163,3.0,4.0
DEFENSIVE,Right,Low,High,21,68,1300000.0,78,6.1,163,2.0,2.0
MIDFIELD,Right,Medium,Medium,22,66,925000.0,74,5.11,161,3.0,3.0
DEFENSIVE,Right,Medium,High,21,78,5437500.0,88,6.4,172,2.0,3.0
DEFENSIVE,Right,Low,Medium,20,64,725000.0,75,6.0,159,2.0,2.0
DEFENSIVE,Right,Medium,Medium,23,66,800000.0,72,6.1,165,2.0,2.0
MIDFIELD,Left,Medium,Medium,19,62,500000.0,73,5.11,152,2.0,2.0
MIDFIELD,Right,High,High,26,67,925000.0,70,5.8,137,3.0,5.0
GOAL KEEPER,Right,Medium,Medium,19,55,110000.0,66,6.3,165,1.0,2.0
DEFENSIVE,Left,Medium,Medium,23,61,325000.0,68,6.0,159,2.0,2.0
FORWARD,Right,High,Medium,24,69,1400000.0,74,6.2,165,2.0,3.0
MIDFIELD,Left,Medium,Medium,18,57,210000.0,72,5.5,134,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,60,375000.0,73,5.11,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,62,425000.0,68,6.0,154,3.0,3.0
DEFENSIVE,Right,Medium,Medium,21,67,1100000.0,77,6.3,172,2.0,2.0
DEFENSIVE,Left,High,Medium,21,58,180000.0,67,5.1,161,2.0,3.0
DEFENSIVE,Left,High,High,23,56,110000.0,63,6.0,174,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,66,975000.0,75,5.1,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,18,55,160000.0,72,5.5,157,2.0,3.0
MIDFIELD,Right,Medium,Medium,21,66,1200000.0,78,5.1,159,3.0,3.0
MIDFIELD,Right,Medium,Medium,19,65,1100000.0,79,5.9,157,3.0,4.0
MIDFIELD,Right,High,Medium,18,55,160000.0,70,5.5,143,3.0,2.0
MIDFIELD,Right,Medium,Medium,20,61,525000.0,76,5.8,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,19,60,350000.0,73,6.0,159,2.0,2.0
FORWARD,Right,Medium,Medium,18,62,625000.0,76,6.0,165,3.0,3.0
DEFENSIVE,Right,Medium,Medium,21,65,800000.0,75,6.0,170,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,20,55,130000.0,68,6.4,194,1.0,1.0
DEFENSIVE,Right,Medium,Medium,19,59,300000.0,75,6.2,172,2.0,2.0
MIDFIELD,Right,Medium,Medium,18,60,425000.0,77,5.9,150,3.0,3.0
FORWARD,Right,Medium,Medium,22,61,350000.0,68,5.1,165,2.0,3.0
DEFENSIVE,Right,High,High,28,58,110000.0,58,5.11,179,2.0,3.0
FORWARD,Right,Medium,Medium,17,51,80000.0,75,5.11,154,2.0,3.0
DEFENSIVE,Right,Low,Medium,18,67,1500000.0,86,5.11,163,2.0,3.0
MIDFIELD,Right,High,Medium,19,68,1600000.0,80,5.1,148,2.0,3.0
MIDFIELD,Left,High,High,21,58,240000.0,71,5.1,165,3.0,3.0
MIDFIELD,Right,Medium,Medium,19,60,450000.0,76,5.9,137,2.0,3.0
MIDFIELD,Left,High,Low,27,73,4600000.0,74,5.6,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,20,72,5437500.0,85,5.6,126,3.0,3.0
DEFENSIVE,Left,Medium,Medium,19,59,300000.0,76,5.9,161,2.0,2.0
FORWARD,Left,Medium,Medium,17,60,425000.0,77,6.2,161,2.0,3.0
FORWARD,Right,High,High,23,62,450000.0,70,5.9,150,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,60,450000.0,80,5.6,130,2.0,3.0
MIDFIELD,Left,High,Medium,20,77,5437500.0,87,6.1,165,3.0,4.0
DEFENSIVE,Right,Medium,Medium,20,56,190000.0,70,6.0,190,2.0,2.0
DEFENSIVE,Right,Medium,Medium,31,60,150000.0,60,6.2,174,2.0,3.0
DEFENSIVE,Right,Medium,Medium,19,60,425000.0,76,6.3,176,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,59,325000.0,73,5.1,148,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,20,63,675000.0,80,6.2,192,1.0,3.0
DEFENSIVE,Right,Medium,Medium,20,68,1400000.0,79,5.11,152,2.0,4.0
DEFENSIVE,Right,High,Medium,28,65,475000.0,65,5.9,150,3.0,3.0
MIDFIELD,Right,Medium,Low,19,55,140000.0,67,5.7,132,3.0,3.0
MIDFIELD,Left,Medium,Medium,23,56,120000.0,62,5.6,132,2.0,2.0
DEFENSIVE,Right,Medium,Medium,19,63,575000.0,75,5.5,139,2.0,2.0
FORWARD,Right,Medium,Medium,30,67,725000.0,67,5.7,154,3.0,2.0
MIDFIELD,Right,Medium,Medium,20,61,450000.0,73,5.8,150,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,19,54,120000.0,71,6.2,176,1.0,2.0
DEFENSIVE,Right,Medium,High,16,59,325000.0,81,6.2,165,2.0,2.0
DEFENSIVE,Right,Medium,Medium,18,53,110000.0,72,6.1,176,2.0,3.0
MIDFIELD,Right,High,Medium,18,58,275000.0,74,5.9,150,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,26,52,45000.0,55,6.3,194,1.0,1.0
MIDFIELD,Right,High,Low,23,64,675000.0,72,5.8,148,4.0,3.0
DEFENSIVE,Right,Medium,Medium,21,69,1500000.0,76,5.1,165,3.0,3.0
FORWARD,Right,High,Medium,18,60,425000.0,80,5.1,154,3.0,4.0
DEFENSIVE,Right,Medium,Medium,16,60,375000.0,80,6.3,172,2.0,3.0
DEFENSIVE,Left,Medium,Medium,18,56,170000.0,76,6.0,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,23,66,825000.0,73,6.1,163,2.0,3.0
DEFENSIVE,Right,Medium,High,21,67,1400000.0,80,5.1,157,2.0,2.0
FORWARD,Right,High,Medium,22,61,375000.0,69,6.5,181,2.0,3.0
DEFENSIVE,Right,Medium,Medium,24,64,575000.0,71,6.0,185,2.0,2.0
MIDFIELD,Right,Medium,Medium,20,57,230000.0,74,5.1,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,23,64,575000.0,71,5.11,170,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,19,61,450000.0,79,6.1,181,1.0,3.0
FORWARD,Right,High,Low,23,65,750000.0,71,6.0,170,3.0,2.0
